,Set number,Name,Set type,Theme,Theme group,Subtheme,Year released,Pieces,Minifigs,Price,Age range
7972,S020-1,Classic Skate Sneaker – Brown,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,34.99,null
7973,S035-1,Bionicle Mesh Sport Sneaker - Red,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,39.99,null
7974,TS26-1,Bionicle Piraka T-Shirt,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,14.99,null
7975,TS41-1,Star Wars Original Trilogy T-Shirt,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,14.99,null
7976,TS43-1,Star Wars Classic Battle T-Shirt,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,14.99,null
7977,TS44-1,Star Wars Lord Vader T-Shirt,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,14.99,null
7978,TS45-1,Star Wars Master Yoda T-Shirt,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,14.99,null
7979,TS46-1,Star Wars Kenobi vs. Vader T-Shirt,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,14.99,null
7980,TS59-1,Bionicle Barraki Kalmah T-Shirt,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,14.99,null
7981,TS62-1,Star Wars Classic Characters T-shirt,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,14.99,null
7982,TS64-1,Star Wars Beware of the Dark Side T-shirt,Gear,GEAR,Miscellaneous,CLOTHING,2007,null,null,19.99,null
7983,W004-1,R2-D2 Watch,Gear,GEAR,Miscellaneous,WATCHES/CLOCKS,2007,null,null,19.99,null
7984,W005-1,Darth Vader Watch,Gear,GEAR,Miscellaneous,WATCHES/CLOCKS,2007,null,null,19.99,null
7985,W006-1,Luke Skywalker Watch,Gear,GEAR,Miscellaneous,WATCHES/CLOCKS,2007,null,null,19.99,null
7986,W007-1,Clone Trooper Watch,Gear,GEAR,Miscellaneous,WATCHES/CLOCKS,2007,null,null,19.99,null
7987,WII063-1,LEGO Star Wars: The Complete Saga,Gear,GEAR,Miscellaneous,VIDEO GAMES/WII,2007,null,null,49.99,null
7988,XB3076-1,LEGO Star Wars: The Complete Saga,Gear,GEAR,Miscellaneous,VIDEO GAMES/XBOX 360,2007,null,null,49.99,null
7989,2008-1,Heart,Normal,MISCELLANEOUS,Miscellaneous,EMPLOYEE GIFT,2008,92,null,0,7 - 99
7990,2230-1,In-flight Helicopter and Raft,Normal,CITY,Modern day,GREAT OUTDOORS,2008,115,2,0,null
7991,3830-1,The Bikini Bottom Express,Normal,SPONGEBOB SQUAREPANTS,Licensed,null,2008,210,3,19.99,6 - 12
7992,3831-1,Rocket Ride,Normal,SPONGEBOB SQUAREPANTS,Licensed,null,2008,279,3,29.99,7 - 12
7993,3832-1,The Emergency Room,Normal,SPONGEBOB SQUAREPANTS,Licensed,null,2008,236,3,29.99,7 - 12
7994,4210-1,Coast Guard Platform,Normal,CITY,Modern day,COAST GUARD,2008,469,4,49.99,null
7995,4837-1,Mini Trains,Normal,CREATOR,Model making,3 IN 1,2008,73,null,4.99,null
7996,4838-1,Mini Vehicles,Normal,CREATOR,Model making,3 IN 1,2008,79,null,4.99,6 - 12
7997,4862-1,Ambush,Normal,DUPLO,Pre-school,CASTLE,2008,15,2,16.99,null
7998,4863-1,Sentry & Catapult,Normal,DUPLO,Pre-school,CASTLE,2008,41,2,24.99,null
7999,4864-1,Castle,Normal,DUPLO,Pre-school,CASTLE,2008,115,3,79.99,null
8000,4897-1,Police Trike,Normal,CITY,Modern day,POLICE,2008,24,null,0,null
8001,4898-1,Coast Guard Boat,Normal,CITY,Modern day,COAST GUARD,2008,35,1,0,null
8002,4900-1,Fire Helicopter,Normal,CITY,Modern day,FIRE,2008,34,1,0,null
8003,4993-1,Cool Convertible,Normal,CREATOR,Model making,3 IN 1,2008,648,null,49.99,8 - 12
8004,4994-1,Fierce Creatures,Normal,CREATOR,Model making,3 IN 1,2008,193,null,12.99,6 - 12
8005,4995-1,Cargo Copter,Normal,CREATOR,Model making,3 IN 1,2008,272,null,19.99,7 - 12
8006,4996-1,Beach House,Normal,CREATOR,Model making,3 IN 1,2008,522,null,34.99,8 - 12
8007,4997-1,Transport Ferry,Normal,CREATOR,Model making,3 IN 1,2008,1279,null,69.99,8 - 12
8008,4998-1,Stegosaurus,Normal,CREATOR,Model making,3 IN 1,2008,731,null,49.99,7 - 12
8009,4999-1,Vestas Wind Turbine,Normal,ADVANCED MODELS,Model making,VESTAS,2008,815,3,0,null
8010,5372-1,Skeleton Chariot,Normal,CASTLE,Historical,FANTASY ERA,2008,20,null,0,null
8011,5373-1,Knight & Catapult,Normal,CASTLE,Historical,FANTASY ERA,2008,21,null,0,null
8012,5380-2,Large Brick Box - Green Plate Version,Normal,DUPLO,Pre-school,null,2008,71,1,0,null
8013,5522-1,Golden Anniversary Set,Normal,BRICKS AND MORE,Basic,null,2008,700,null,39.99,null
8014,5543-1,Percy at the Sheds,Normal,DUPLO,Pre-school,THOMAS THE TANK ENGINE,2008,34,1,19.99,null
8015,5544-1,Thomas Starter Set,Normal,DUPLO,Pre-school,THOMAS THE TANK ENGINE,2008,82,2,49.99,null
8016,5572-1,LEGO DUPLO Build & Play,Normal,DUPLO,Pre-school,null,2008,100,1,44.99,null
8017,5573-1,LEGO Build & Play,Normal,BRICKS AND MORE,Basic,null,2008,643,1,44.99,null
8018,5574-1,Basic Bricks,Normal,BRICKS AND MORE,Basic,null,2008,280,null,12.99,null
8019,5575-1,Basic Bricks - Medium,Normal,DUPLO,Pre-school,null,2008,45,null,14.99,null
8020,5576-1,Basic Bricks - Medium,Normal,BRICKS AND MORE,Basic,null,2008,378,null,0,null
8021,5577-1,Basic Bricks - Large,Normal,DUPLO,Pre-school,null,2008,65,null,16.99,null
8022,5578-1,Basic Bricks - Large,Normal,BRICKS AND MORE,Basic,null,2008,500,null,19.99,null
8023,5582-1,Ultimate LEGO Town Building Set,Normal,BRICKS AND MORE,Basic,null,2008,689,null,49.99,null
8024,5583-1,Fun with Wheels,Normal,DUPLO,Pre-school,null,2008,78,null,29.99,null
8025,5584-1,Fun with Wheels,Normal,BRICKS AND MORE,Basic,null,2008,650,null,29.99,null
8026,5585-1,Pink Brick Box,Normal,BRICKS AND MORE,Basic,null,2008,216,null,19.99,null
8027,5593-1,Circus,Normal,DUPLO,Pre-school,LEGO VILLE,2008,61,3,49.99,null
8028,5596-1,Dino Birthday,Normal,DUPLO,Pre-school,DINO,2008,9,null,12.99,null
8029,5597-1,Dino Trap,Normal,DUPLO,Pre-school,DINO,2008,28,1,24.99,null
8030,5598-1,Dino Valley,Normal,DUPLO,Pre-school,DINO,2008,52,3,49.99,null
8031,5601-1,Fire Station,Normal,DUPLO,Pre-school,LEGO VILLE,2008,72,3,59.99,null
8032,5602-1,Police Station,Normal,DUPLO,Pre-school,LEGO VILLE,2008,28,2,39.99,null
8033,5603-1,Fire Chief,Normal,DUPLO,Pre-school,LEGO VILLE,2008,7,1,8.99,null
8034,5604-1,Supermarket,Normal,DUPLO,Pre-school,LEGO VILLE,2008,62,2,39.99,null
8035,5605-1,Tanker Truck,Normal,DUPLO,Pre-school,LEGO VILLE,2008,17,1,24.99,null
8036,5606-1,My First Train,Normal,DUPLO,Pre-school,LEGO VILLE,2008,10,1,16.99,null
8037,5607-1,Track Repair Train,Normal,DUPLO,Pre-school,LEGO VILLE,2008,16,1,16.99,null
8038,5608-1,Train Starter Set,Normal,DUPLO,Pre-school,LEGO VILLE,2008,64,3,59.99,null
8039,5609-1,Deluxe Train Set,Normal,DUPLO,Pre-school,LEGO VILLE,2008,116,3,119.99,null
8040,5610-1,Builder,Normal,CITY,Modern day,CONSTRUCTION,2008,23,1,3.49,null
8041,5611-1,Public Works,Normal,CITY,Modern day,GENERAL,2008,31,1,3.49,null
8042,5612-1,Police Officer,Normal,CITY,Modern day,POLICE,2008,21,1,3.49,null
8043,5613-1,Firefighter,Normal,CITY,Modern day,FIRE,2008,25,1,3.49,null
8044,5614-1,The Good Wizard,Normal,CASTLE,Historical,FANTASY ERA,2008,16,1,0,null
8045,5615-1,The Knight,Normal,CASTLE,Historical,FANTASY ERA,2008,21,1,3.49,null
8046,5616-1,Mini Robot,Normal,SPACE,Action/Adventure,MARS MISSION,2008,24,2,3.49,null
8047,5617-1,Alien Jet,Normal,SPACE,Action/Adventure,MARS MISSION,2008,21,1,0,null
8048,5618-1,Troll Warrior,Normal,CASTLE,Historical,FANTASY ERA,2008,19,1,3.49,null
8049,5619-1,Crystal Hawk,Normal,SPACE,Action/Adventure,MARS MISSION,2008,26,1,3.49,null
8050,5620-1,Street Cleaner,Normal,CITY,Modern day,CONSTRUCTION,2008,22,1,3.49,null
8051,5621-1,Coast Guard Kayak,Normal,CITY,Modern day,COAST GUARD,2008,21,1,3.49,null
8052,5625-1,Police 4x4,Normal,CITY,Modern day,POLICE,2008,32,1,0,5 - 12
8053,5626-1,Coast Guard Bike,Normal,CITY,Modern day,COAST GUARD,2008,13,1,0,null
8054,5627-1,Mini Dozer,Normal,CITY,Modern day,CONSTRUCTION,2008,23,1,0,null
8055,6117-1,Doors and Windows,Normal,BRICKS AND MORE,Basic,null,2008,100,null,12.99,null
8056,6118-1,Wheels and Tyres,Normal,BRICKS AND MORE,Basic,null,2008,106,null,12.99,null
8057,6119-1,Roof Tiles,Normal,BRICKS AND MORE,Basic,null,2008,150,null,0,null
8058,6126-1,Good Guy 2008,Normal,BIONICLE,Constraction,MISCELLANEOUS,2008,26,null,0,null
8059,6127-1,Bad Guy 2008,Normal,BIONICLE,Constraction,MISCELLANEOUS,2008,29,null,0,null
8060,6128-1,Function 2008,Normal,BIONICLE,Constraction,ACCESSORIES,2008,22,null,0,null
8061,6176-1,Basic Bricks Deluxe,Normal,DUPLO,Pre-school,null,2008,80,null,19.99,null
8062,6177-1,Basic Bricks Deluxe,Normal,BRICKS AND MORE,Basic,null,2008,650,null,29.99,null
8063,6178-1,MY LEGO Duplo Town,Normal,DUPLO,Pre-school,null,2008,79,1,29.99,null
8064,6186-1,Build Your Own Harbor,Normal,BRICKS AND MORE,Basic,null,2008,252,1,14.99,null
8065,6187-1,Road Construction Set,Normal,BRICKS AND MORE,Basic,null,2008,300,1,19.99,null
8066,7037-1,Tower Raid,Normal,CASTLE,Historical,FANTASY ERA,2008,364,5,29.99,null
8067,7038-1,Troll Assault Wagon,Normal,CASTLE,Historical,FANTASY ERA,2008,161,4,19.99,null
8068,7040-1,Dwarves' Mine Defender,Normal,CASTLE,Historical,FANTASY ERA,2008,86,3,9.99,null
8069,7041-1,Troll Battle Wheel,Normal,CASTLE,Historical,FANTASY ERA,2008,508,6,39.99,null
8070,7048-1,Troll Warship,Normal,CASTLE,Historical,FANTASY ERA,2008,493,9,79.99,null
8071,7235-2,Police Motorcycle,Normal,CITY,Modern day,POLICE,2008,28,1,0,null
8072,7236-2,Police Car,Normal,CITY,Modern day,POLICE,2008,59,1,5.99,5 - 12
8073,7245-2,Prisoner Transport,Normal,CITY,Modern day,POLICE,2008,98,2,0,null
8074,7583-1,Playful Puppy,Normal,BELVILLE,Girls,null,2008,83,null,12.99,null
8075,7585-1,Horse Stable,Normal,BELVILLE,Girls,null,2008,209,1,39.99,null
8076,7586-1,Sunshine Home,Normal,BELVILLE,Girls,null,2008,450,3,79.99,null
8077,7587-1,Horse Jumping,Normal,BELVILLE,Girls,null,2008,54,1,19.99,null
8078,7611-1,Police Car,Normal,RACERS,Racing,TINY TURBOS,2008,35,null,0,null
8079,7612-1,Muscle Car,Normal,RACERS,Racing,TINY TURBOS,2008,37,null,0,null
8080,7613-1,Track Racer,Normal,RACERS,Racing,TINY TURBOS,2008,34,null,0,null
8081,7620-1,Indiana Jones Motorcycle Chase,Normal,INDIANA JONES,Licensed,LAST CRUSADE,2008,79,3,9.99,null
8082,7621-1,Indiana Jones and the Lost Tomb,Normal,INDIANA JONES,Licensed,RAIDERS OF THE LOST ARK,2008,277,3,19.99,null
8083,7622-1,Race for the Stolen Treasure,Normal,INDIANA JONES,Licensed,RAIDERS OF THE LOST ARK,2008,272,4,29.99,null
8084,7623-1,Temple Escape,Normal,INDIANA JONES,Licensed,RAIDERS OF THE LOST ARK,2008,554,6,59.99,8 - 14
8085,7624-1,Jungle Duel,Normal,INDIANA JONES,Licensed,KINGDOM OF THE CRYSTAL SKULL,2008,90,3,9.99,null
8086,7625-1,River Chase,Normal,INDIANA JONES,Licensed,KINGDOM OF THE CRYSTAL SKULL,2008,234,4,19.99,null
8087,7626-1,Jungle Cutter,Normal,INDIANA JONES,Licensed,KINGDOM OF THE CRYSTAL SKULL,2008,511,4,39.99,null
8088,7627-1,Temple of the Crystal Skull,Normal,INDIANA JONES,Licensed,KINGDOM OF THE CRYSTAL SKULL,2008,929,10,79.99,null
8089,7628-1,Peril in Peru,Normal,INDIANA JONES,Licensed,KINGDOM OF THE CRYSTAL SKULL,2008,625,6,49.99,null
8090,7644-1,MX-81 Hypersonic Operations Aircraft,Normal,SPACE,Action/Adventure,MARS MISSION,2008,795,5,79.99,null
8091,7645-1,MT-61 Crystal Reaper,Normal,SPACE,Action/Adventure,MARS MISSION,2008,600,6,49.99,null
8092,7646-1,ETX Alien Infiltrator,Normal,SPACE,Action/Adventure,MARS MISSION,2008,333,4,29.99,null
8093,7647-1,MX-41 Switch Fighter,Normal,SPACE,Action/Adventure,MARS MISSION,2008,235,2,19.99,null
8094,7648-1,MT-21 Mobile Mining Unit,Normal,SPACE,Action/Adventure,MARS MISSION,2008,130,2,9.99,null
8095,7649-1,MT-201 Ultra-Drill Walker,Normal,SPACE,Action/Adventure,MARS MISSION,2008,759,3,69.99,null
8096,7667-1,Imperial Dropship,Normal,STAR WARS,Licensed,ORIGINAL CONTENT,2008,81,4,9.99,6 - 12
8097,7668-1,Rebel Scout Speeder,Normal,STAR WARS,Licensed,LEGENDS,2008,82,4,9.99,null
8098,7669-1,Anakin's Jedi Starfighter,Normal,STAR WARS,Licensed,THE CLONE WARS,2008,153,2,19.99,null
8099,7670-1,Hailfire Droid & Spider Droid,Normal,STAR WARS,Licensed,THE CLONE WARS,2008,249,5,19.99,null
8100,7671-1,AT-AP Walker,Normal,STAR WARS,Licensed,EPISODE III,2008,392,2,39.99,null
8101,7672-1,Rogue Shadow,Normal,STAR WARS,Licensed,LEGENDS,2008,482,3,49.99,null
8102,7673-1,Magna Guard Starfighter,Normal,STAR WARS,Licensed,THE CLONE WARS,2008,431,2,44.99,null
8103,7674-1,V-19 Torrent,Normal,STAR WARS,Licensed,THE CLONE WARS,2008,471,1,54.99,null
8104,7675-1,AT-TE Walker,Normal,STAR WARS,Licensed,THE CLONE WARS,2008,798,6,89.99,null
8105,7676-1,Republic Attack Gunship,Normal,STAR WARS,Licensed,THE CLONE WARS,2008,1034,7,119.99,9 - 14
8106,7678-1,Droid Gunship,Normal,STAR WARS,Licensed,THE CLONE WARS,2008,329,3,29.99,null
8107,7679-1,Republic Fighter Tank,Normal,STAR WARS,Licensed,THE CLONE WARS,2008,592,2,49.99,null
8108,7680-1,The Twilight,Normal,STAR WARS,Licensed,THE CLONE WARS,2008,882,4,99.99,null
8109,7681-1,Separatist Spider Droid,Normal,STAR WARS,Licensed,THE CLONE WARS,2008,206,5,29.99,null
8110,7723-1,Police Pontoon Plane,Normal,CITY,Modern day,POLICE,2008,215,1,39.99,null
8111,7724-1,City Advent Calendar,Normal,CITY,Modern day,SEASONAL,2008,196,10,29.99,null
8112,7726-1,Coast Guard Truck with Speed Boat,Normal,CITY,Modern day,COAST GUARD,2008,361,2,39.99,null
8113,7728-1,Jet Pack,Normal,SPACE,Action/Adventure,MARS MISSION,2008,25,null,0,null
8114,7729-1,Alien Flyer,Normal,SPACE,Action/Adventure,MARS MISSION,2008,21,null,0,null
8115,7731-1,Mail Van,Normal,CITY,Modern day,TRAFFIC,2008,66,1,7.99,5 - 12
8116,7732-1,Air Mail,Normal,CITY,Modern day,AIRPORT,2008,88,1,14.99,null
8117,7733-1,Truck & Forklift,Normal,CITY,Modern day,CARGO,2008,343,2,24.99,null
8118,7734-1,Cargo Plane,Normal,CITY,Modern day,CARGO,2008,463,3,49.99,null
8119,7736-1,Coast Guard Quad Bike,Normal,CITY,Modern day,COAST GUARD,2008,33,1,4.99,null
8120,7737-1,Coast Guard 4WD & Jet Scooter,Normal,CITY,Modern day,COAST GUARD,2008,130,1,9.99,null
8121,7738-1,Coast Guard Helicopter & Life Raft,Normal,CITY,Modern day,COAST GUARD,2008,445,4,39.99,null
8122,7739-1,Coast Guard Patrol Boat & Tower,Normal,CITY,Modern day,COAST GUARD,2008,444,4,59.99,null
8123,7741-1,Police Helicopter,Normal,CITY,Modern day,POLICE,2008,94,1,9.99,5 - 12
8124,7743-1,Police Truck,Normal,CITY,Modern day,POLICE,2008,524,4,44.99,null
8125,7744-1,Police Headquarters,Normal,CITY,Modern day,POLICE,2008,953,7,89.99,null
8126,7796-1,House,Normal,CREATOR,Model making,MISCELLANEOUS,2008,56,null,0,5 - 10
8127,7797-1,Bi-Plane,Normal,CREATOR,Model making,PROMOTIONAL,2008,37,null,0,null
8128,7798-1,Stegosaurus,Normal,CREATOR,Model making,PROMOTIONAL,2008,47,null,0,null
8129,7799-1,Cargo Copter,Normal,CREATOR,Model making,PROMOTIONAL,2008,40,null,0,null
8130,7884-1,Batman's Buggy: The Escape of Mr. Freeze,Normal,BATMAN,Licensed,null,2008,76,2,9.99,null
8131,7885-1,Robin's Scuba Jet: Attack of The Penguin,Normal,BATMAN,Licensed,null,2008,207,2,19.99,null
8132,7886-1,The Batcycle: Harley Quinn's Hammer Truck,Normal,BATMAN,Licensed,null,2008,267,2,29.99,null
8133,7888-1,The Tumbler: Joker's Ice Cream Surprise,Normal,BATMAN,Licensed,null,2008,449,3,49.99,null
8134,7979-1,Castle Advent Calendar,Normal,CASTLE,Historical,SEASONAL,2008,176,9,30.00,null
8135,8028-1,TIE Fighter,Normal,STAR WARS,Licensed,MINI BUILDING SET,2008,44,null,4.99,null
8136,8029-1,Mini Snowspeeder,Normal,STAR WARS,Licensed,EPISODE V,2008,66,null,0,null
8137,8031-1,V-19 Torrent,Normal,STAR WARS,Licensed,THE CLONE WARS,2008,66,null,3.99,null
8138,8111-1,River Dragon,Normal,EXO-FORCE,Action/Adventure,DEEP JUNGLE,2008,112,1,7.99,null
8139,8112-1,Arachnoid Stalker,Normal,EXO-FORCE,Action/Adventure,DEEP JUNGLE,2008,131,1,7.99,null
8140,8113-1,Assault Tiger,Normal,EXO-FORCE,Action/Adventure,DEEP JUNGLE,2008,163,1,14.99,null
8141,8114-1,Chameleon Hunter,Normal,EXO-FORCE,Action/Adventure,DEEP JUNGLE,2008,188,1,14.99,null
8142,8115-1,Dark Panther,Normal,EXO-FORCE,Action/Adventure,DEEP JUNGLE,2008,244,3,14.99,null
8143,8117-1,Storm Lasher,Normal,EXO-FORCE,Action/Adventure,DEEP JUNGLE,2008,283,1,19.99,null
8144,8118-1,Hybrid Rescue Tank,Normal,EXO-FORCE,Action/Adventure,DEEP JUNGLE,2008,347,2,29.99,null
8145,8148-1,EZ-Roadster,Normal,RACERS,Racing,TINY TURBOS,2008,45,null,4.99,6 - 12
8146,8149-1,Midnight Streak,Normal,RACERS,Racing,TINY TURBOS,2008,43,null,4.99,null
8147,8150-1,ZX Turbo,Normal,RACERS,Racing,TINY TURBOS,2008,55,null,4.99,null
8148,8151-1,Adrift Sport,Normal,RACERS,Racing,TINY TURBOS,2008,52,null,4.99,null
8149,8152-1,Speed Chasing,Normal,RACERS,Racing,TINY TURBOS,2008,142,null,12.99,null
8150,8153-1,Ferrari F1 Truck,Normal,RACERS,Racing,TINY TURBOS,2008,270,null,19.99,null
8151,8154-1,Brick Street Customs,Normal,RACERS,Racing,TINY TURBOS,2008,1021,null,69.99,null
8152,8155-1,Ferrari F1 Pit,Normal,RACERS,Racing,TINY TURBOS,2008,482,null,39.99,null
8153,8156-1,Ferrari FXX 1:17,Normal,RACERS,Racing,FERRARI,2008,626,null,49.99,9 - 14
8154,8157-1,Ferrari F1 1:9,Normal,RACERS,Racing,FERRARI,2008,997,null,89.99,null
8155,8158-1,Speed Racer & Snake Oiler,Normal,RACERS,Racing,SPEED RACER,2008,242,2,19.99,null
8156,8159-1,Racer X & Taejo Togokhan,Normal,RACERS,Racing,SPEED RACER,2008,237,2,19.99,null
8157,8160-1,Cruncher Block & Racer X,Normal,RACERS,Racing,SPEED RACER,2008,367,4,39.99,null
8158,8161-1,Grand Prix Race,Normal,RACERS,Racing,SPEED RACER,2008,595,7,59.99,null
8159,8290-1,Mini Forklift,Normal,TECHNIC,Technical,null,2008,89,null,7.99,null
8160,8291-1,Dirt Bike,Normal,TECHNIC,Technical,null,2008,248,null,24.99,null
8161,8292-1,Cherry Picker,Normal,TECHNIC,Technical,null,2008,726,null,59.99,null
8162,8293-1,LEGO® Power Functions Motor Set,Normal,POWER FUNCTIONS,Technical,TECHNIC,2008,10,null,29.99,9 - 16
8163,8294-1,Excavator,Normal,TECHNIC,Technical,null,2008,720,null,59.99,null
8164,8295-1,Telescopic Handler,Normal,TECHNIC,Technical,null,2008,1182,null,89.99,null
8165,8296-1,Dune Buggy,Normal,TECHNIC,Technical,null,2008,199,null,19.99,null
8166,8297-1,Off-Roader,Normal,TECHNIC,Technical,null,2008,1097,null,119.99,null
8167,8490-1,Desert Hopper,Normal,RACERS,Racing,POWER RACERS,2008,92,null,9.99,7 - 12
8168,8491-1,Ram Rod,Normal,RACERS,Racing,POWER RACERS,2008,72,null,9.99,null
8169,8492-1,Mud Hopper,Normal,RACERS,Racing,POWER RACERS,2008,59,null,9.99,7 - 12
8170,8493-1,Red Ace,Normal,RACERS,Racing,POWER RACERS,2008,82,null,9.99,7 - 12
8171,8494-1,Ring of Fire,Normal,RACERS,Racing,POWER RACERS,2008,268,null,29.99,7 - 12
8172,8495-1,Crosstown Craze,Normal,RACERS,Racing,TINY TURBOS,2008,503,null,39.99,6 - 10
8173,8496-1,Desert Hammer,Normal,RACERS,Racing,POWER RACERS,2008,510,null,49.99,8 - 12
8174,8630-1,Gold Hunt,Normal,AGENTS,Action/Adventure,null,2008,352,3,29.99,null
8175,8631-1,Jetpack Pursuit,Normal,AGENTS,Action/Adventure,null,2008,88,2,9.99,null
8176,8632-1,Swamp Raid,Normal,AGENTS,Action/Adventure,null,2008,231,2,19.99,null
8177,8633-1,Speedboat Rescue,Normal,AGENTS,Action/Adventure,null,2008,340,3,39.99,null
8178,8634-1,Turbocar Chase,Normal,AGENTS,Action/Adventure,null,2008,498,3,49.99,null
8179,8635-1,Mobile Command Center,Normal,AGENTS,Action/Adventure,null,2008,1154,7,89.99,null
8180,8636-1,Deep Sea Quest,Normal,AGENTS,Action/Adventure,null,2008,520,4,49.99,null
8181,8637-1,Volcano Base,Normal,AGENTS,Action/Adventure,null,2008,718,6,69.99,null
8182,8685-1,Toa Kopaka,Normal,BIONICLE,Constraction,PHANTOKA,2008,54,null,12.99,null
8183,8686-1,Toa Lewa,Normal,BIONICLE,Constraction,PHANTOKA,2008,52,null,12.99,null
8184,8687-1,Toa Pohatu,Normal,BIONICLE,Constraction,PHANTOKA,2008,68,null,12.99,null
8185,8688-1,Toa Gali,Normal,BIONICLE,Constraction,MISTIKA,2008,60,null,12.99,null
8186,8689-1,Toa Tahu,Normal,BIONICLE,Constraction,MISTIKA,2008,73,null,12.99,null
8187,8690-1,Toa Onua,Normal,BIONICLE,Constraction,MISTIKA,2008,62,null,12.99,null
8188,8691-1,Antroz,Normal,BIONICLE,Constraction,PHANTOKA,2008,53,null,12.99,null
8189,8692-1,Vamprah,Normal,BIONICLE,Constraction,PHANTOKA,2008,49,null,12.99,null
8190,8693-1,Chirox,Normal,BIONICLE,Constraction,PHANTOKA,2008,49,null,12.99,null
8191,8694-1,Krika,Normal,BIONICLE,Constraction,MISTIKA,2008,40,null,12.99,null
8192,8695-1,Gorast,Normal,BIONICLE,Constraction,MISTIKA,2008,51,null,12.99,null
8193,8696-1,Bitil,Normal,BIONICLE,Constraction,MISTIKA,2008,54,null,12.99,null
8194,8697-1,Toa Ignika,Normal,BIONICLE,Constraction,WARRIORS,2008,140,null,19.99,null
8195,8698-1,Vultraz,Normal,BIONICLE,Constraction,WARRIORS,2008,133,null,19.99,null
8196,8699-1,Takanuva,Normal,BIONICLE,Constraction,WARRIORS,2008,267,null,29.99,null
8197,8881-1,Battery Box,Normal,POWER FUNCTIONS,Technical,ACCESSORIES,2008,1,null,6.99,7+
8198,8882-1,XL-Motor,Normal,POWER FUNCTIONS,Technical,ACCESSORIES,2008,1,null,9.99,7+
8199,8883-1,M-Motor,Normal,POWER FUNCTIONS,Technical,ACCESSORIES,2008,1,null,7.49,7+
8200,8884-1,IR Receiver,Normal,POWER FUNCTIONS,Technical,ACCESSORIES,2008,1,null,14.99,7+
8201,8885-1,IR Remote Control,Normal,POWER FUNCTIONS,Technical,ACCESSORIES,2008,1,null,9.49,null
8202,8886-1,Extension Cable (20cm),Normal,POWER FUNCTIONS,Technical,ACCESSORIES,2008,1,null,2.99,8+
8203,8941-1,Rockoh T3,Normal,BIONICLE,Constraction,BATTLE VEHICLES,2008,390,null,39.99,null
8204,8942-1,Jetrax T6,Normal,BIONICLE,Constraction,BATTLE VEHICLES,2008,422,null,49.99,null
8205,8942-2,Jetrax T6,Normal,BIONICLE,Constraction,BATTLE VEHICLES,2008,422,null,49.99,null
8206,8943-1,Axalara T9,Normal,BIONICLE,Constraction,BATTLE VEHICLES,2008,693,null,79.99,null
8207,8944-1,Tanma,Normal,BIONICLE,Constraction,MATORAN,2008,14,null,6.99,null
8208,8945-1,Solek,Normal,BIONICLE,Constraction,MATORAN,2008,14,null,6.99,null
8209,8946-1,Photok,Normal,BIONICLE,Constraction,MATORAN,2008,14,null,6.99,null
8210,8947-1,Radiak,Normal,BIONICLE,Constraction,MATORAN,2008,16,null,6.99,null
8211,8948-1,Gavla,Normal,BIONICLE,Constraction,MATORAN,2008,14,null,6.99,null
8212,8949-1,Kirop,Normal,BIONICLE,Constraction,MATORAN,2008,14,null,6.99,null
8213,8952-1,Mutran and Vican,Normal,BIONICLE,Constraction,WARRIORS,2008,90,null,14.99,null
8214,8953-1,Makuta Icarax,Normal,BIONICLE,Constraction,WARRIORS,2008,159,null,19.99,null
8215,8954-1,Mazeka,Normal,BIONICLE,Constraction,VEHICLES/CREATURES,2008,301,null,29.99,null
8216,9076-1,Tubes Experiment Set,Normal,EDUCATION,Educational,DUPLO,2008,147,4,90.00,null
8217,9206-1,Tech Machines Set,Normal,EDUCATION,Educational,DUPLO,2008,111,5,0,null
8218,9215-1,Dolls Family Set,Normal,EDUCATION,Educational,DUPLO,2008,87,7,105.00,null
8219,9530-1,Letters Set,Normal,EDUCATION,Educational,DUPLO,2008,156,null,0,null
8220,9531-1,Numbers and Mosaics Set,Normal,EDUCATION,Educational,DUPLO,2008,352,null,0,null
8221,9628-1,Power Add-On Set,Normal,EDUCATION,Educational,SUPPLEMENTARY SET,2008,3,null,35.95,null
8222,9641-1,Pneumatics Add-On Set,Normal,EDUCATION,Educational,null,2008,31,null,55.00,null
8223,9648-1,Education Resource Set,Normal,EDUCATION,Educational,null,2008,672,null,59.00,null
